species,body_mass,forearm,age,sex,year
Artibeus planirostris,40,63,adult,female,2017
Artibeus planirostris,47,63,juvenile,male,2017
Artibeus planirostris,45,60.4,adult,male,2017
Artibeus planirostris,40,62,adult,male,2017
Artibeus planirostris,48,66.3,adult,male,2017
Artibeus planirostris,40,65,adult,male,2017
Artibeus planirostris,40,63.4,adult,male,2017
Artibeus planirostris,43,60.8,adult,male,2017
Artibeus planirostris,45,63,adult,male,2017
Artibeus planirostris,61,63.95,adult,female,2017
Artibeus planirostris,45,64.9,adult,female,2017
Artibeus planirostris,43,60.5,juvenile,male,2017
Artibeus planirostris,35,63,adult,male,2017
Artibeus planirostris,50,62.65,adult,male,2017
Artibeus planirostris,55,62,adult,male,2017
Artibeus planirostris,47,63,adult,female,2017
Artibeus planirostris,45,59.4,juvenile,male,2017
Artibeus planirostris,46,62.6,adult,female,2017
Artibeus planirostris,38,63.35,adult,female,2017
Artibeus planirostris,20,62.75,adult,female,2017
Artibeus planirostris,44,65.22,adult,female,2017
Artibeus planirostris,48,62.6,adult,male,2017
Artibeus planirostris,52,62.5,adult,female,2017
Artibeus planirostris,46,61.6,adult,male,2017
Artibeus planirostris,45,59.6,adult,female,2017
Artibeus planirostris,60,59,adult,female,2017
Artibeus planirostris,47,64,adult,female,2017
Artibeus planirostris,60,64,adult,female,2017
Artibeus planirostris,47,60.4,adult,female,2017
Artibeus planirostris,46,63.4,adult,female,2017
Artibeus planirostris,51,62.5,adult,female,2017
Artibeus planirostris,47,64.3,adult,male,2017
Artibeus planirostris,45,65.85,adult,male,2017
Artibeus planirostris,47,62.7,adult,male,2017
Artibeus planirostris,48,62.1,adult,female,2017
Artibeus planirostris,50,61,adult,male,2017
Artibeus planirostris,50,64.15,adult,female,2017
Artibeus planirostris,47,63.95,adult,male,2017
Artibeus planirostris,53,65.65,adult,male,2017
Artibeus planirostris,50,63,adult,male,2017
Artibeus planirostris,45,62.7,adult,female,2017
Artibeus planirostris,53,65.4,adult,female,2017
Artibeus planirostris,47,64,adult,male,2017
Artibeus planirostris,45,63.5,adult,male,2017
Artibeus planirostris,43,60.8,adult,male,2017
Artibeus planirostris,63,63.2,adult,female,2017
Artibeus planirostris,44,61,adult,male,2017
Artibeus planirostris,42,63.7,adult,male,2017
Artibeus planirostris,39,65,adult,female,2017
Artibeus planirostris,48,65.2,adult,male,2017
Artibeus planirostris,54,61.3,adult,female,2017
Artibeus planirostris,47,60.8,adult,female,2017
Artibeus planirostris,51,62.2,adult,female,2017
Artibeus planirostris,40,60.8,adult,male,2017
Artibeus planirostris,45,62,adult,male,2017
Artibeus planirostris,52,60,adult,male,2017
Artibeus planirostris,50,64,adult,female,2017
Artibeus planirostris,42,65,adult,male,2017
Artibeus planirostris,49,62,adult,male,2017
Artibeus planirostris,45,62.8,adult,female,2017
Artibeus planirostris,49,62.3,adult,male,2017
Artibeus planirostris,40,63.2,adult,male,2017
Artibeus planirostris,43,63.2,adult,female,2017
Artibeus planirostris,46,65.5,adult,female,2017
Artibeus planirostris,43,61.2,adult,male,2017
Artibeus planirostris,40,64,adult,female,2017
Artibeus planirostris,46,61.8,adult,female,2017
Artibeus planirostris,40,63.2,juvenile,male,2017
Artibeus planirostris,68,64.1,adult,female,2017
Artibeus planirostris,50,64.8,adult,female,2017
Artibeus planirostris,45,63.75,adult,male,2017
Artibeus planirostris,45,63,adult,male,2017
Artibeus planirostris,36,60.2,adult,male,2017
Artibeus planirostris,43,61.5,adult,male,2017
Artibeus planirostris,65,65,adult,female,2017
Artibeus planirostris,37,61.2,juvenile,male,2017
Artibeus planirostris,45,58.5,adult,male,2017
Artibeus planirostris,43,62,adult,male,2017
Artibeus planirostris,48,65,adult,female,2017
Artibeus planirostris,45,63.4,adult,female,2017
Artibeus planirostris,57,61.9,adult,female,2017
Artibeus planirostris,43,60,adult,male,2017
Artibeus planirostris,38,61,adult,male,2017
Artibeus planirostris,45,63,adult,male,2017
Artibeus planirostris,50,64,adult,female,2017
Artibeus planirostris,45,62,adult,male,2017
Artibeus planirostris,41,61.8,adult,male,2017
Artibeus planirostris,32,64,adult,male,2017
Artibeus planirostris,46,60,adult,female,2017
Artibeus planirostris,46,64,adult,male,2017
Artibeus planirostris,50,62,adult,male,2017
Artibeus planirostris,48,63,adult,female,2017
Artibeus planirostris,49,61.2,adult,female,2017
Artibeus planirostris,67,64.8,adult,female,2017
Artibeus planirostris,44,59.5,adult,male,2017
Artibeus planirostris,46,62.8,adult,male,2017
Artibeus planirostris,48,60,adult,female,2017
Artibeus planirostris,45,62,adult,male,2017
Artibeus planirostris,45,60.8,adult,male,2017
Artibeus planirostris,45,61.5,adult,male,2017
Artibeus planirostris,45,64.5,adult,male,2017
Artibeus planirostris,40,58.5,adult,female,2017
Artibeus planirostris,44,62.8,adult,female,2017
Artibeus planirostris,50,63,adult,female,2017
Artibeus planirostris,40,59.8,adult,male,2017
Artibeus planirostris,72,60.8,adult,female,2017
Artibeus planirostris,45,60.4,juvenile,female,2017
Artibeus planirostris,50,61,adult,male,2017
Artibeus planirostris,46,62.7,adult,male,2017
Artibeus planirostris,62,64,adult,female,2017
Artibeus planirostris,50,66.2,adult,male,2017
Artibeus planirostris,42,61,adult,female,2017
Artibeus planirostris,45,61,adult,female,2017
Artibeus planirostris,50,63,adult,male,2017
Artibeus planirostris,45,64.4,adult,male,2017
Artibeus planirostris,46,64.65,adult,female,2017
Artibeus planirostris,46,65,adult,male,2017
Artibeus planirostris,50,59.7,adult,male,2017
Artibeus planirostris,45,60,juvenile,male,2017
Artibeus planirostris,75,66,adult,female,2017
Artibeus planirostris,50,63,adult,female,2017
Artibeus planirostris,50,62.3,adult,female,2017
Artibeus planirostris,45,61.8,adult,female,2017
Artibeus planirostris,40,62,adult,male,2017
Artibeus planirostris,45,62.5,adult,female,2017
Artibeus planirostris,43,61.3,adult,male,2017
Artibeus planirostris,46,62,adult,male,2017
Artibeus planirostris,45,59,adult,male,2017
Artibeus planirostris,45,62.7,adult,male,2017
Artibeus planirostris,45,62.4,juvenile,female,2017
Artibeus planirostris,50,63.7,adult,male,2017
Artibeus planirostris,45,62,adult,male,2017
Artibeus planirostris,46,60.4,adult,male,2017
Artibeus planirostris,53,62,adult,male,2017
Artibeus planirostris,50,61.5,adult,female,2017
Artibeus planirostris,50,66.08,adult,female,2017
Artibeus planirostris,51,67,adult,male,2017
Artibeus planirostris,53,62.08,adult,male,2017
Artibeus planirostris,42,63.4,juvenile,male,2017
Artibeus planirostris,49,64,adult,female,2017
Artibeus planirostris,43,57.45,adult,female,2017
Artibeus planirostris,45,59.35,adult,female,2017
Artibeus planirostris,45,61.15,adult,female,2017
Artibeus planirostris,34,59.1,adult,male,2017
Artibeus planirostris,44,61.95,adult,male,2017
Artibeus planirostris,63,63.85,adult,female,2017
Artibeus planirostris,38,62.4,adult,female,2017
Artibeus planirostris,43,61.8,juvenile,female,2017
Artibeus planirostris,55,63,adult,female,2017
Artibeus planirostris,46,58.7,juvenile,female,2017
Artibeus planirostris,43,64,adult,female,2017
Artibeus planirostris,42,60.5,adult,female,2017
Artibeus planirostris,43,60,juvenile,female,2017
Artibeus planirostris,42,59,adult,male,2017
Artibeus planirostris,50,61.6,juvenile,male,2017
Artibeus planirostris,30,63,juvenile,male,2017
Artibeus planirostris,45,60.8,juvenile,male,2017
Artibeus planirostris,40,61.85,juvenile,male,2017
Artibeus planirostris,45,62.5,adult,female,2017
Artibeus planirostris,50,62,adult,male,2017
Artibeus planirostris,45,60.1,adult,female,2017
Artibeus planirostris,42,60.3,juvenile,male,2017
Artibeus planirostris,71,62.7,adult,female,2017
Artibeus planirostris,67,63.8,adult,female,2017
Artibeus planirostris,49,69.3,adult,female,2017
Artibeus planirostris,45,63.2,adult,female,2017
Artibeus planirostris,55,66.6,adult,female,2017
Artibeus planirostris,45,62.4,adult,male,2017
Artibeus planirostris,43,63,adult,male,2017
Artibeus planirostris,50,59.2,adult,male,2017
Artibeus planirostris,54,64.6,adult,female,2017
Artibeus planirostris,46,64,juvenile,male,2017
Artibeus planirostris,45,60.5,adult,female,2017
Artibeus planirostris,47,62,adult,male,2017
Artibeus planirostris,45,64,adult,male,2017
Artibeus planirostris,45,60.5,adult,male,2017
Artibeus planirostris,50,62,adult,female,2017
Artibeus planirostris,45,64,adult,female,2017
Artibeus planirostris,50,60,adult,male,2017
Artibeus planirostris,43,60.5,adult,female,2017
Artibeus planirostris,45,63.3,adult,male,2017
Artibeus planirostris,44,66.5,adult,female,2017
Artibeus planirostris,50,64.8,adult,female,2017
Artibeus planirostris,45,66.6,adult,female,2017
Artibeus planirostris,45,65,juvenile,female,2017
Artibeus planirostris,69,62,adult,female,2017
Artibeus planirostris,55,64.3,adult,male,2017
Artibeus planirostris,48,59,juvenile,female,2017
Artibeus planirostris,65,63,adult,female,2017
Artibeus planirostris,51,63.6,adult,male,2017
Artibeus planirostris,44,62.7,adult,male,2017
Artibeus planirostris,53,66,adult,female,2017
Artibeus planirostris,71,64,adult,female,2017
Artibeus planirostris,45,64,adult,female,2017
Artibeus planirostris,45,62.5,adult,male,2017
Artibeus planirostris,46,62.4,juvenile,male,2017
Artibeus planirostris,50,65.4,adult,male,2017
Artibeus planirostris,45,60.8,adult,female,2017
Artibeus planirostris,54,66.5,adult,male,2017
Artibeus planirostris,43,60,adult,male,2017
Artibeus planirostris,49,65,adult,female,2017
Artibeus planirostris,40,62.8,adult,female,2017
Artibeus planirostris,46,63.2,adult,female,2017
Artibeus planirostris,50,64.6,adult,female,2017
Artibeus planirostris,45,58.7,adult,male,2017
Artibeus planirostris,44,62,adult,male,2017
Artibeus planirostris,50,64,adult,male,2017
Artibeus planirostris,42,64,adult,female,2017
Artibeus planirostris,45,62.2,adult,female,2017
Artibeus planirostris,57,66.55,adult,female,2017
Artibeus planirostris,47,63.4,adult,female,2017
Artibeus planirostris,42,64.4,adult,male,2017
Artibeus planirostris,49,59.65,adult,female,2017
Artibeus planirostris,42,63.4,adult,female,2017
Artibeus planirostris,71,65.2,adult,female,2017
Artibeus planirostris,48,62,adult,male,2017
Artibeus planirostris,50,65.75,adult,female,2017
Artibeus planirostris,50,65,adult,female,2017
Artibeus planirostris,47,63,adult,female,2017
Artibeus planirostris,50,61.6,adult,female,2017
Artibeus planirostris,48,60.5,adult,female,2017
Artibeus planirostris,37,60,juvenile,male,2017
Artibeus planirostris,40,63.2,adult,female,2017
Artibeus planirostris,57,63,adult,female,2017
Artibeus planirostris,43,61,adult,female,2017
Artibeus planirostris,45,66.2,adult,female,2017
Artibeus planirostris,50,64.15,adult,female,2017
Artibeus planirostris,37,62,adult,male,2017
Artibeus planirostris,42,61.35,adult,male,2017
Artibeus planirostris,45,63.3,adult,male,2017
Artibeus planirostris,47,60.3,adult,female,2017
Artibeus planirostris,38,63,adult,male,2017
Artibeus planirostris,43,62,adult,male,2017
Artibeus planirostris,40,64.3,adult,male,2017
Artibeus planirostris,40,41.6,adult,female,2017
Artibeus planirostris,61,66,adult,female,2017
Artibeus planirostris,60,60,adult,female,2017
Artibeus planirostris,58,63.4,adult,female,2017
Artibeus planirostris,40,63,adult,male,2017
Artibeus planirostris,63,63,adult,female,2017
Artibeus planirostris,42,64.7,adult,female,2017
Artibeus planirostris,45,60.2,adult,male,2017
Artibeus planirostris,48,68.5,adult,female,2017
Artibeus planirostris,38,63.4,adult,female,2017
Artibeus planirostris,42,61,adult,male,2017
Artibeus planirostris,45,64,adult,female,2017
Artibeus planirostris,65,61.6,adult,female,2017
Artibeus planirostris,47,63.3,adult,male,2017
Artibeus planirostris,45,63.3,adult,female,2017
Artibeus planirostris,48,59.2,adult,male,2017
Artibeus planirostris,47,64.5,adult,female,2017
Artibeus planirostris,43,64.6,adult,male,2017
Artibeus planirostris,55,63.3,adult,female,2017
Artibeus planirostris,48,64.9,adult,female,2017
Artibeus planirostris,40,62,adult,male,2017
Artibeus planirostris,55,62.6,adult,female,2017
Artibeus planirostris,44,63.6,adult,male,2017
Artibeus planirostris,50,64,adult,male,2017
Artibeus planirostris,48,59.6,adult,female,2017
Artibeus planirostris,45,58.7,adult,male,2017
Artibeus planirostris,37,61,adult,male,2017
Artibeus planirostris,44,65,adult,male,2017
Artibeus planirostris,57,63,adult,female,2017
Artibeus planirostris,47,65.3,adult,male,2017
Artibeus planirostris,54,64,adult,female,2017
Artibeus planirostris,35,61.65,adult,male,2017
Artibeus planirostris,38,60.35,adult,male,2017
Artibeus planirostris,40,62,adult,female,2017
Artibeus planirostris,49,64.3,adult,female,2017
Artibeus planirostris,55,63.8,adult,female,2017
Artibeus planirostris,44,61.8,juvenile,male,2017
Artibeus planirostris,55,63,adult,female,2017
Artibeus planirostris,41,64.8,adult,male,2017
Artibeus planirostris,41,59,adult,male,2017
Artibeus planirostris,50,60.4,adult,male,2017
Artibeus planirostris,37,61,adult,female,2017
Artibeus planirostris,37,61.8,adult,male,2017
Artibeus planirostris,45,64.05,adult,female,2017
Artibeus planirostris,58,62.7,adult,male,2017
Artibeus planirostris,60,65.75,adult,female,2017
Artibeus planirostris,52,64.4,adult,female,2017
Artibeus planirostris,47,59.8,adult,female,2017
Artibeus planirostris,45,65,adult,female,2017
Artibeus planirostris,45,63.9,adult,female,2017
Artibeus planirostris,50,63,adult,female,2017
Artibeus planirostris,50,63.3,adult,male,2017
Artibeus planirostris,48,62.7,adult,female,2017
Artibeus planirostris,53,62.8,adult,female,2017
Artibeus planirostris,48,66,adult,male,2017
Artibeus planirostris,45,64,adult,female,2017
Artibeus planirostris,52,64.7,adult,male,2017
Artibeus planirostris,43,62.6,adult,female,2017
Artibeus planirostris,55,67.7,adult,female,2017
Artibeus planirostris,48,61.9,adult,male,2017
Artibeus planirostris,48,65,adult,female,2017
Artibeus planirostris,46,62.4,adult,female,2017
Artibeus planirostris,52,63.35,adult,female,2017
Artibeus planirostris,57,62.85,adult,female,2017
Artibeus planirostris,49,59,adult,male,2017
Artibeus planirostris,45,61,adult,male,2017
Artibeus planirostris,37,60.75,adult,female,2017
Artibeus planirostris,67,59.5,adult,female,2017
Artibeus planirostris,45,60.8,adult,male,2017
Artibeus planirostris,45,64.4,adult,male,2017
Artibeus planirostris,48,62,adult,female,2017
Artibeus planirostris,43,64.55,adult,female,2017
Artibeus planirostris,50,63.9,adult,female,2017
Artibeus planirostris,51,60.7,adult,female,2017
Artibeus planirostris,45,64.7,adult,female,2017
Artibeus planirostris,47,61.45,adult,female,2017
Artibeus planirostris,43,64.8,adult,female,2017
Artibeus planirostris,50,63.3,adult,male,2017
Artibeus planirostris,50,59,adult,male,2017
Artibeus planirostris,45,59.7,adult,female,2017
Artibeus planirostris,55,61.7,adult,female,2017
Artibeus planirostris,15,61.9,adult,male,2017
Artibeus planirostris,44,61.9,adult,male,2017
Artibeus planirostris,51,63.5,adult,male,2017
Artibeus planirostris,42,63,adult,male,2017
Artibeus planirostris,45,62,adult,male,2017
Artibeus planirostris,50,64.3,adult,female,2017
Artibeus planirostris,50,60.8,adult,female,2017
Artibeus planirostris,47,64.3,adult,male,2017
Artibeus planirostris,46,63.4,adult,male,2017
Artibeus planirostris,51,65.5,adult,male,2017
Artibeus planirostris,48,64.7,adult,female,2017
Artibeus planirostris,44,65.4,adult,male,2017
Artibeus planirostris,47,63.2,adult,male,2017
Artibeus planirostris,57,64.3,adult,female,2017
Artibeus planirostris,45,59,adult,female,2017
Artibeus planirostris,51,61.7,adult,male,2017
Artibeus planirostris,53,63.4,adult,male,2017
Artibeus planirostris,48,63.3,adult,male,2017
Artibeus planirostris,47,62.4,adult,male,2017
Artibeus planirostris,42,62.3,adult,female,2017
Artibeus planirostris,46,64.5,adult,male,2017
Artibeus planirostris,46,61.4,adult,male,2017
Artibeus planirostris,51,64.7,adult,male,2017
Artibeus planirostris,58,64.3,adult,female,2017
Artibeus planirostris,39,58.5,adult,male,2011
Artibeus planirostris,46,62.5,adult,male,2011
Artibeus planirostris,51,61.3,adult,female,2011
Artibeus planirostris,40,60.9,adult,male,2011
Artibeus planirostris,41,58.5,adult,male,2011
Artibeus planirostris,41,57.8,adult,male,2011
Artibeus planirostris,40,58.8,adult,male,2011
Artibeus planirostris,42,58.9,adult,male,2011
Artibeus planirostris,43,60.8,adult,male,2011
Artibeus planirostris,43,61.6,adult,male,2011
Artibeus planirostris,39,60.3,adult,male,2011
Artibeus planirostris,41,61,juvenile,male,2011
Artibeus planirostris,39,61,juvenile,male,2011
Artibeus planirostris,49,57,adult,male,2011
Artibeus planirostris,37,55,juvenile,female,2011
Artibeus planirostris,37,58,adult,male,2011
Artibeus planirostris,42,59,adult,male,2011
Artibeus planirostris,41,60,adult,male,2011
Artibeus planirostris,41,61.5,adult,male,2011
Artibeus planirostris,49,62,adult,female,2011
Artibeus planirostris,45,59,adult,female,2011
Artibeus planirostris,49,62,adult,male,2011
Artibeus planirostris,42,58,adult,male,2011
Artibeus planirostris,39,59.4,adult,male,2011
Artibeus planirostris,43,60,adult,female,2011
Artibeus planirostris,44,60,adult,male,2011
Artibeus planirostris,42,59.3,adult,male,2011
Artibeus planirostris,48,60,adult,male,2011
Artibeus planirostris,51,60.3,adult,male,2011
Artibeus planirostris,46,60.5,adult,male,2011
Artibeus planirostris,48,60.2,adult,male,2011
Artibeus planirostris,41,59,adult,male,2011
Artibeus planirostris,49,61.2,adult,female,2011
Artibeus planirostris,42,58,adult,male,2011
Artibeus planirostris,41,59.6,adult,male,2011
Artibeus planirostris,42,59.3,adult,male,2011
Artibeus planirostris,43,59.5,adult,male,2011
Artibeus planirostris,43,58.7,adult,male,2011
Artibeus planirostris,39,56,adult,male,2011
Artibeus planirostris,46,60.8,adult,male,2011
Artibeus planirostris,47,59.7,adult,male,2011
Artibeus planirostris,50,59.6,adult,female,2011
Artibeus planirostris,39,58.6,adult,male,2011
Artibeus planirostris,43,61.3,juvenile,male,2011
Artibeus planirostris,37,59.3,juvenile,female,2011
Artibeus planirostris,36,58,adult,female,2011
Artibeus planirostris,45,58.5,adult,male,2011
Artibeus planirostris,49,58,adult,male,2011
Artibeus planirostris,38,59,adult,male,2011
Artibeus planirostris,43,58,adult,female,2011
Artibeus planirostris,47,59,adult,male,2011
Artibeus planirostris,49,58.6,adult,male,2011
Artibeus planirostris,49,59,adult,male,2011
Artibeus planirostris,51,62,adult,female,2011
Artibeus planirostris,48,60.9,adult,male,2011
Artibeus planirostris,46,58.5,adult,male,2011
Artibeus planirostris,45,57.8,adult,male,2011
Artibeus planirostris,49,60.6,adult,male,2011
Artibeus planirostris,43,59,adult,male,2014
Artibeus planirostris,57,67.9,juvenile,female,2014
Artibeus planirostris,47,58.8,adult,male,2014
Artibeus planirostris,49,59.4,juvenile,female,2014
Artibeus planirostris,55,61.8,adult,male,2014
Artibeus planirostris,41,61.8,juvenile,female,2014
Artibeus planirostris,64,66.1,adult,female,2014
Artibeus planirostris,44,59.8,adult,male,2014
Artibeus planirostris,49,59.1,adult,male,2014
Artibeus planirostris,43,59.3,adult,male,2014
Artibeus planirostris,45,53.9,juvenile,female,2014
Artibeus planirostris,43,59.1,adult,male,2014
Artibeus planirostris,55,60,adult,male,2014
Artibeus planirostris,39,59.1,juvenile,male,2014
Artibeus planirostris,30,57.1,juvenile,female,2014
Artibeus planirostris,67,64.6,adult,male,2014
Artibeus planirostris,60,64.3,juvenile,female,2014
Artibeus planirostris,45,58,adult,male,2014
Artibeus planirostris,55,66,adult,male,2014
Artibeus planirostris,62,66.8,adult,female,2014
Artibeus planirostris,58,59.1,adult,female,2014
Artibeus planirostris,44,66,adult,male,2014
Artibeus planirostris,41,60.3,adult,male,2014
Artibeus planirostris,46,61,adult,female,2014
Artibeus planirostris,38,57.8,adult,male,2014
Artibeus planirostris,46,60.9,adult,female,2014
Artibeus planirostris,64,69,adult,female,2014
Artibeus planirostris,53,60.7,adult,male,2015
Artibeus planirostris,30,58.9,juvenile,female,2015
Artibeus planirostris,47,61,adult,male,2015
Artibeus planirostris,43,60.8,adult,male,2015
Artibeus planirostris,47,60.5,adult,male,2015
Artibeus planirostris,48,58.3,adult,female,2015
Artibeus planirostris,53,62.4,adult,female,2015
Artibeus planirostris,38,57.2,adult,male,2015
Artibeus planirostris,48,62.5,adult,female,2015
Artibeus planirostris,57,61.2,adult,female,2015
Artibeus planirostris,44,57.6,adult,male,2015
Artibeus planirostris,41,59.3,adult,male,2015
Artibeus planirostris,48,59.4,adult,male,2015
Artibeus planirostris,38,59.1,adult,male,2015
Artibeus planirostris,45,58.9,adult,male,2015
Artibeus planirostris,42,60.4,adult,male,2015
Artibeus planirostris,40,59.7,adult,male,2015
Artibeus planirostris,40,57.2,juvenile,female,2015
Artibeus planirostris,44,62.5,juvenile,female,2015
Artibeus planirostris,43,60.7,adult,male,2015
Artibeus planirostris,33,59.7,adult,female,2015
Artibeus planirostris,45,60.1,adult,male,2015
Artibeus planirostris,48,63,juvenile,female,2015
Artibeus planirostris,44,61,adult,male,2015
Artibeus planirostris,45,62.1,juvenile,female,2015
Artibeus planirostris,42,58.2,adult,female,2015
Artibeus planirostris,49,60.7,adult,female,2015
Artibeus planirostris,48,58.4,juvenile,female,2015
Artibeus planirostris,49,64.2,adult,male,2015
Artibeus planirostris,47,61.6,adult,male,2015
Artibeus planirostris,47,60,adult,female,2015
Artibeus planirostris,52,66.2,adult,female,2015
Artibeus planirostris,45,57,adult,female,2015
Artibeus planirostris,64,67.4,adult,female,2015
Artibeus planirostris,47,60.8,adult,female,2015
Artibeus planirostris,52,58.4,adult,male,2015
Artibeus planirostris,45,60.4,juvenile,female,2015
Artibeus planirostris,48,61.1,adult,male,2015
Artibeus planirostris,44,63.1,adult,male,2015
Artibeus planirostris,47,60.2,adult,male,2015
Artibeus planirostris,42,56,adult,female,2015
Artibeus planirostris,47,57.2,adult,male,2015
Artibeus planirostris,44,58.3,adult,male,2015
Artibeus planirostris,40,58.6,adult,female,2012
Artibeus planirostris,40,61.2,adult,female,2011
Artibeus planirostris,36,57.2,adult,female,2011
Artibeus planirostris,29,58,adult,female,2011
Artibeus planirostris,36,58.4,adult,female,2011
Artibeus planirostris,35,58.3,adult,male,2011
Artibeus planirostris,56,59,adult,female,2011
Artibeus planirostris,33,60.6,adult,male,2011
Artibeus planirostris,60,69.4,adult,male,2011
Artibeus planirostris,34,59.3,juvenile,male,2012
Artibeus planirostris,40,60.05,adult,female,2012
Artibeus planirostris,42,60.5,adult,male,2012
Artibeus planirostris,30,56.7,juvenile,male,2012
Artibeus planirostris,30,59.8,juvenile,male,2012
Artibeus planirostris,34,59.4,adult,male,2012
Artibeus planirostris,36,56.3,adult,male,2012
Artibeus planirostris,48,60.4,adult,female,2012
Artibeus planirostris,56,65.2,adult,female,2012
Artibeus planirostris,58,67.3,adult,female,2012
Artibeus planirostris,43,61,adult,male,2014
Artibeus planirostris,47,64.19,adult,female,2014
Artibeus planirostris,50,64.17,adult,female,2014
Artibeus planirostris,47,63.41,adult,female,2014
Artibeus planirostris,49,63.04,adult,male,2014
Artibeus planirostris,51,62.35,adult,female,2014
Artibeus planirostris,42,63.39,adult,male,2014
Artibeus planirostris,41,60.48,juvenile,male,2014
Artibeus planirostris,46,62.27,adult,male,2014
Artibeus planirostris,44,62.27,adult,female,2014
Artibeus planirostris,44,62.09,adult,male,2014
Artibeus planirostris,58,60,adult,female,2014
Artibeus planirostris,40,60.7,adult,male,2014
Artibeus planirostris,42,59.5,juvenile,male,2014
Artibeus planirostris,53,59.5,adult,female,2014
Artibeus planirostris,43,61.5,juvenile,male,2014
Artibeus planirostris,56,63.51,adult,female,2014
Artibeus planirostris,53,57.25,adult,female,2014
Artibeus planirostris,51,57.74,adult,male,2015
Artibeus cinereus,13.8,38.4,adult,female,2014
Artibeus cinereus,12.2,40.2,adult,female,2014
Artibeus cinereus,12.8,39.8,adult,male,2014
Artibeus planirostris,53,59,adult,female,2014
Artibeus planirostris,51.2,59,adult,female,2014
Artibeus planirostris,52.5,58,adult,female,2014
Artibeus planirostris,54,57.7,adult,female,2014
Artibeus planirostris,54.3,58.6,adult,female,2014
Artibeus planirostris,54.6,58.4,adult,female,2014
Artibeus lituratus,55.6,70,adult,male,2014
Artibeus lituratus,63.8,72.1,adult,female,2014
Artibeus lituratus,59,68.1,adult,female,2014
Artibeus planirostris,39.2,58.1,adult,male,2014
Artibeus planirostris,38.5,60.7,adult,female,2014
Artibeus lituratus,60,66.3,adult,male,2014
Artibeus lituratus,41.1,57.7,adult,male,2014
Artibeus planirostris,46.5,59.8,adult,male,2014
Artibeus cinereus,12.4,40,adult,male,2014
Artibeus cinereus,12.2,41.8,adult,female,2014
Artibeus cinereus,12.5,40.1,adult,female,2014
Artibeus cinereus,14.5,40.6,adult,female,2014
Artibeus cinereus,15.2,40.2,adult,female,2014
Artibeus planirostris,45.3,60.5,adult,female,2014
Artibeus planirostris,44.1,57.2,adult,male,2014
Artibeus planirostris,47.9,63.3,adult,male,2014
Artibeus lituratus,70.2,70.7,adult,female,2014
Artibeus cinereus,12.1,39.7,adult,female,2014
Artibeus obscurus,35.7,58.5,adult,male,2014
Artibeus cinereus,13.7,39.9,adult,male,2014
Artibeus lituratus,73,67.3,adult,male,2014
Artibeus obscurus,35.7,51.5,adult,female,2014
Artibeus lituratus,85.2,71.4,adult,female,2014
Artibeus lituratus,68,73.1,adult,female,2015
Artibeus cinereus,15.6,41.4,adult,male,2015
Artibeus cinereus,14,41,adult,male,2015
Artibeus lituratus,58.5,69.5,juvenile,male,2015
Artibeus obscurus,45.1,60.6,adult,female,2015
Artibeus planirostris,40.2,57.5,adult,female,2015
Artibeus cinereus,14.2,39.9,adult,female,2015
Artibeus planirostris,30.6,58.6,adult,male,2015
Artibeus cinereus,17.2,41.6,adult,male,2015
Artibeus cinereus,18.8,41.3,juvenile,female,2015
Artibeus cinereus,15.7,39,adult,female,2015
Artibeus cinereus,13.9,39.2,adult,female,2015
Artibeus cinereus,14.2,41.5,adult,female,2015
Artibeus cinereus,13.4,41.1,adult,female,2015
Artibeus planirostris,42.1,60.8,adult,female,2015
Artibeus lituratus,80.5,72.4,adult,female,2015
Artibeus planirostris,37.7,59.9,juvenile,female,2015
Artibeus lituratus,73.7,72.2,adult,male,2015
Artibeus lituratus,73,73.5,adult,female,2015
Artibeus lituratus,87.2,72,adult,female,2015
Artibeus planirostris,47.4,58.9,adult,male,2015
Artibeus lituratus,70,70.6,adult,male,2015
Artibeus planirostris,41.6,59.9,adult,male,2015
Artibeus lituratus,71.2,70.6,adult,male,2015
Artibeus planirostris,44.1,60.4,adult,female,2015
Artibeus cinereus,16.4,39.8,adult,male,2015
Artibeus planirostris,44.5,60.3,adult,male,2015
Artibeus cinereus,19.9,41,adult,female,2015
Artibeus lituratus,63.1,69.6,adult,male,2015
Artibeus lituratus,57.6,70.5,adult,male,2015
Artibeus cinereus,8,41.2,adult,female,2015
Artibeus cinereus,11.3,39.9,adult,male,2015
Artibeus cinereus,16.1,40.4,adult,female,2015
Artibeus cinereus,12.3,41,adult,male,2015
Artibeus cinereus,14.5,40,adult,male,2015
Artibeus cinereus,13,40.4,adult,male,2015
Artibeus cinereus,20,40.2,adult,female,2015
Artibeus cinereus,12.7,40,adult,female,2015
Artibeus cinereus,14.4,39.7,adult,female,2015
Artibeus cinereus,17,42,adult,female,2016
Artibeus cinereus,17.4,41,juvenile,male,2016
Artibeus planirostris,45,60,adult,female,2016
Artibeus planirostris,43,61,adult,female,2016
Artibeus planirostris,44,62,adult,male,2016
Artibeus cinereus,59.2,42.5,adult,male,2016
Artibeus cinereus,23.6,42,adult,male,2016
Artibeus cinereus,17,41,adult,female,2011
Artibeus cinereus,16,43,adult,female,2011
Artibeus lituratus,65,71,adult,male,2011
Artibeus cinereus,13,43,adult,female,2011
Artibeus lituratus,65,70,adult,male,2011
